Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,Soilcolor_Brown,Soilcolor_Dark Brown,Soilcolor_Dark brown,Soilcolor_Dark gray,Soilcolor_Dark greyish brown,Soilcolor_Dark red,Soilcolor_Grayish Brown,Soilcolor_Grayish brown,Soilcolor_Grayish brown (GB),Soilcolor_Light red,Soilcolor_Lihgtish brown,Soilcolor_Red,Soilcolor_Red brown,Soilcolor_Reddis brown,Soilcolor_Reddish,Soilcolor_Reddish broown,Soilcolor_Reddish brown,Soilcolor_Reddish gray,Soilcolor_Redish Brown,Soilcolor_Redish brown,Soilcolor_Redishbrown,Soilcolor_Very dark brown,Soilcolor_Yellowish Brown,Soilcolor_Yellowish brown,Soilcolor_black,Soilcolor_black;vertisol,Soilcolor_brown,Soilcolor_dark brown,Soilcolor_dark gray,Soilcolor_dark grayish,Soilcolor_dark grayish brown,Soilcolor_dark reddish brown,Soilcolor_darkbrown,Soilcolor_gray,Soilcolor_grayish brown,Soilcolor_other,Soilcolor_perl brown,Soilcolor_red,Soilcolor_red;luvisols,Soilcolor_reddish brown,Soilcolor_reddish brown;moist,Soilcolor_replacement of inaccessible target red;luvisols,Soilcolor_very dark brown,Soilcolor_very dark gray
0.27857142857142847,0.08505842051412363,0.0010727365728900257,0.3303978691154746,0.013728149779735684,0.10000253598992366,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5071428571428571,0.1809794279323113,0.059900255754475704,0.3303978691154746,0.02356828193832599,0.12963980489784185,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4190476190476189,0.052083724359511155,0.0019245524296675192,0.3303978691154746,0.014420022026431719,0.09552228712477914,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30952380952380953,0.184146619656898,0.004887468030690538,0.3303978691154746,0.04389867841409691,0.1026822320092648,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.411904761904762,0.14937873760868126,0.0848005115089514,0.3303978691154746,0.02328193832599119,0.14800882524493436,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22619047619047628,0.05936186452831896,0.0033260869565217392,0.3303978691154746,0.0775330396475771,0.08523462133443788,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4452380952380952,0.017446264581065386,0.007884910485933505,0.3303978691154746,0.0185463436123348,0.09129563725200131,0.31889763779527547,0.9192139758943387,0.44027640560765313,0.1644325289544235,0.8177091295583867,0.3829305138843888,0.0,0.28063241009634776,0.3573723670347242,0.468019680036526,0.31514830548375894,0.17730251813635828,0.7458033571942446,0.8951612903225805,0.49502762407723805,0.5915136161869229,0.00952595682317795,0.7499999999999998,0.9566922421142371,0.03346265761396702,0.29822732012512976,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44047619047619047,0.03640080736678881,0.006464194373401535,0.3303978691154746,0.038127753303964756,0.08424558526420788,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35476190476190483,0.04632252512914692,0.0062583120204603585,0.3303978691154746,0.05887665198237886,0.07544570022908441,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4023809523809525,0.01941799904324918,0.01569693094629156,0.3303978691154746,0.021629955947136566,0.0903826808794813,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38095238095238115,0.07488403968302094,0.002589514066496164,0.3303978691154746,0.03535242290748899,0.12299551129783509,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3214285714285716,0.1673851923078774,0.0005274590792838875,0.3303978691154746,0.02504405286343613,0.08832007574156571,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3666666666666667,0.050618278560792665,0.01572378516624041,0.3303978691154746,0.02894273127753304,0.0941782124652358,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4023809523809525,0.007052909090384075,0.00971994884910486,0.3303978691154746,0.0276431718061674,0.09826115624233918,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3571428571428572,0.11303231295954601,0.005115089514066497,0.46126941961051715,0.04185022026431718,0.0756570327227233,0.0,0.0,0.0,0.0,0.6101850434913312,0.053247734179190154,0.11382636663268642,0.0,0.0,0.0,0.0,0.0,0.7458033571942446,0.1810035841397849,0.0,0.2799240024876455,0.21315032974465928,0.4642857142857142,0.0,0.9999999999999999,0.0,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47619047619047605,0.11383746593861203,0.10325831202046037,0.3303978691154746,0.0244273127753304,0.09608865820773137,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38809523809523805,0.09314219492498554,0.00893606138107417,0.3303978691154746,0.018181321585903087,0.09712841407643472,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4166666666666665,0.026450213825145605,0.00909462915601023,0.3303978691154746,0.018134383259911898,0.09871763442859918,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31666666666666665,0.2249851530368176,0.004965473145780052,0.3303978691154746,0.01276398678414097,0.10946177840520047,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4023809523809525,0.1746041371291508,0.09586317135549874,0.3303978691154746,0.04151982378854625,0.1401049899828398,0.18372703425196857,0.040393013035363357,0.15103652547095026,0.17605004477211805,0.0,0.0,1.0,0.5403726711125758,0.1456622634721292,0.19772447715930136,0.24576271177418496,0.17833735773657716,0.42086330935251803,0.08154121854838703,0.17790055246801983,0.13742875232029306,0.2282847641057438,0.607142857142857,0.9034953111679456,0.039282250242483024,0.1730969760166836,Barley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
